Column1.image,Column1.saves,Column1.event_sales_status,Column1.timezone,Column1.id,Column1.tickets_url,Column1.urgency_signals,Column1.tickets_by,Column1.primary_organizer_id,Column1.dedup,Column1.num_children,Column1.debug_info,Column1.parent_url,Column1.hide_end_date,Column1.start_date,Column1.end_time,Column1._type,Column1.public_collections.creator_collections.object_count,Column1.public_collections.creator_collections.collections,Column1.ticket_availability.maximum_ticket_price,Column1.ticket_availability.minimum_ticket_price,Column1.ticket_availability.is_free,Column1.ticket_availability.has_bogo_tickets,Column1.ticket_availability.has_available_tickets,Column1.ticket_availability.is_sold_out,Column1.end_date,Column1.tags,Column1.eventbrite_event_id,Column1.start_time,Column1.primary_venue._type,Column1.primary_venue.name,Column1.primary_venue.venue_profile_id,Column1.primary_venue.address.city,Column1.primary_venue.address.country,Column1.primary_venue.address.region,Column1.primary_venue.address.longitude,Column1.primary_venue.address.localized_address_display,Column1.primary_venue.address.postal_code,Column1.primary_venue.address.address_1,Column1.primary_venue.address.address_2,Column1.primary_venue.address.latitude,Column1.primary_venue.address.localized_multi_line_address_display,Column1.primary_venue.address.localized_area_display,Column1.primary_venue.venue_profile_url,Column1.primary_venue.id,Column1.primary_organizer._type,Column1.primary_organizer.num_upcoming_events,Column1.primary_organizer.name,Column1.primary_organizer.profile_type,Column1.primary_organizer.num_followers,Column1.primary_organizer.url,Column1.primary_organizer.twitter,Column1.primary_organizer.summary,Column1.primary_organizer.num_saves,Column1.primary_organizer.image_id,Column1.primary_organizer.followed_by_you,Column1.primary_organizer.facebook,Column1.primary_organizer.num_collections,Column1.primary_organizer.id,Column1.primary_organizer.website_url,Column1.primary_organizer.num_following,Column1.full_description,Column1.image_id,Column1.is_protected_event,Column1.is_cancelled,Column1.primary_venue_id,Column1.checkout_flow,Column1.series_id,Column1.name,Column1.language,Column1.url,Column1.hide_start_date,Column1.summary,Column1.is_online_event,Column1.eid,Column1.published
[Record],[Record],[Record],America/New_York,146584912419,https://www.eventbrite.com/checkout-external?eid=146584912419,[Record],Eventbrite,12448110053,[Record],1,[Record],,FALSE,2025-04-25,15:00,destination_event,0,[List],[Record],[Record],TRUE,FALSE,TRUE,FALSE,2025-04-25,[List],146584912419,12:00,destination_venue,Moved to Virtual Event,,New York,US,NY,-74.0059728,"Online, New York, NY 10119",10119,Online,,40.7127753,[List],"New York, NY",,57975663,destination_profile,,Tech Career Fair,organizer,60132,https://www.eventbrite.com/o/tech-career-fair-12448110053,,Event and partnership organizer collaboration with FSMresearch,,,FALSE,,,12448110053,,,,682565139,FALSE,,57975663,widget,,New York Tech Career Fair: Exclusive Tech Hiring Event,en-us,https://www.eventbrite.com/e/new-york-tech-career-fair-exclusive-tech-hiring-event-tickets-146584912419,FALSE,Tech Career Fair focus on helping companies achieve their diversity and inclusivity initiative with more diverse non-traditional candidates,FALSE,146584912419,2022-07-21T23:38:28Z
[Record],[Record],[Record],America/New_York,990345067757,https://www.eventbrite.com/checkout-external?eid=990345067757,[Record],Eventbrite,15742648512,[Record],1,[Record],,FALSE,2025-05-21,17:00,destination_event,0,[List],[Record],[Record],FALSE,FALSE,TRUE,FALSE,2025-05-21,[List],990345067757,09:00,destination_venue,Metropolitan Pavilion,,New York City,US,NY,-73.9959828,"125 W 18th St, New York City, NY 10011",10011,125 W 18th St,,40.7406703,[List],"New York City, NY",,227414879,destination_profile,,Product School,organizer,27269,https://www.eventbrite.com/o/product-school-15742648512,productschool,Product Schoolis the global leader in Product Management training with a community of over two million product professionals.All of our instructors are Product Leaders working at top Silicon Valley co...,,488889289,FALSE,productschool,,15742648512,https://productschool.com/,,,1005608213,FALSE,,227414879,widget,,#ProductCon New York: The Conference for Product Leaders,en-us,https://www.eventbrite.com/e/productcon-new-york-the-conference-for-product-leaders-tickets-990345067757,FALSE,ProductCon is the largest product conference series in the world.,FALSE,990345067757,2024-08-13T10:19:50Z
[Record],[Record],[Record],America/New_York,1109383769719,https://www.eventbrite.com/checkout-external?eid=1109383769719,[Record],Eventbrite,13411505946,[Record],1,[Record],,FALSE,2025-05-15,23:30,destination_event,0,[List],,,FALSE,FALSE,FALSE,FALSE,2025-05-15,[List],1109383769719,20:00,destination_venue,Cipriani Wall Street | Event Venue,,New York,US,NY,-74.0093198,"55 Wall Street, New York, NY 10005",10005,55 Wall Street,,40.70607990000001,[List],"New York, NY",,245785843,destination_profile,,Senior Programming,organizer,1328,https://www.eventbrite.com/o/senior-programming-13411505946,,"To stay up to date with Senior Week, follow the Senior Week Facebook page athttp://www.facebook.com/cuseniorweek.For questions or concerns, please contact the Senior Week Committee atseniorweek@columb...",,,FALSE,cuseniorweek,,13411505946,,,,986831753,FALSE,,245785843,widget,,Senior Gala 2025,en-us,https://www.eventbrite.com/e/senior-gala-2025-tickets-1109383769719,FALSE,Senior Gala 2025,FALSE,1109383769719,2025-03-25T14:16:18Z
[Record],[Record],[Record],America/New_York,1079992138559,https://www.eventbrite.com/checkout-external?eid=1079992138559,[Record],Eventbrite,43262199283,[Record],1,[Record],,FALSE,2025-06-21,21:00,destination_event,0,[List],[Record],[Record],FALSE,FALSE,TRUE,FALSE,2025-06-21,[List],1079992138559,15:00,destination_venue,145 Brooklyn Ave,,Brooklyn,US,NY,-73.9439728,"145 Brooklyn Avenue, Brooklyn, NY 11213",11213,145 Brooklyn Avenue,,40.6744006,[List],"Brooklyn, NY",,253381373,destination_profile,,Rosé N' Roses Events,organizer,1698,https://www.eventbrite.com/o/rose-n-roses-events-43262199283,,,,,FALSE,,,43262199283,,,,896889723,FALSE,,253381373,widget,,Rosé N' Roses Brooklyn,en-us,https://www.eventbrite.com/e/rose-n-roses-brooklyn-tickets-1079992138559,FALSE,"Brooklyn, get ready! Celebrate our 5th Anniversary with an Upscale Premium Rosé All Day Experience!",FALSE,1079992138559,2024-11-12T00:33:48Z
[Record],[Record],[Record],America/New_York,1296094155509,https://www.eventbrite.com/checkout-external?eid=1296094155509,[Record],Eventbrite,18552657844,[Record],1,[Record],,FALSE,2025-04-15,14:00,destination_event,0,[List],[Record],[Record],TRUE,FALSE,FALSE,FALSE,2025-04-15,[List],1296094155509,10:00,destination_venue,The David N. Dinkins Manhattan Municipal Building,,New York,US,NY,-74.0036107,"1 Centre Street, New York, NY 10007",10007,1 Centre Street,,40.7131386,[List],"New York, NY",,261961533,destination_profile,,DCAS - Office of Citywide Recruitment,organizer,810,https://www.eventbrite.com/o/dcas-office-of-citywide-recruitment-18552657844,NYCDCAS,The DCAS Office of Citywide Recruitment (OCR) builds partnerships with educational institutions and community-based organizations and participates in various recruitment events across all five borough...,,,FALSE,NYCDCAS,,18552657844,https://www.nyc.gov/site/dcas/index.page,,,989715243,FALSE,,261961533,widget,,NYC DCAS Summer Internship Hiring Expo,en-us,https://www.eventbrite.com/e/nyc-dcas-summer-internship-hiring-expo-tickets-1296094155509,FALSE,Come join us at the NYC DCAS Summer Internship Hiring Expo to land your dream internship!,FALSE,1296094155509,2025-03-21T19:20:52Z
[Record],[Record],[Record],America/New_York,1261603643459,https://www.eventbrite.com/checkout-external?eid=1261603643459,[Record],Eventbrite,16614815240,[Record],1,[Record],,FALSE,2025-06-21,22:00,destination_event,0,[List],[Record],[Record],FALSE,FALSE,TRUE,FALSE,2025-06-21,[List],1261603643459,17:00,destination_venue,Prospect Park Peninsula,,Brooklyn,US,NY,-73.9684375,"1 Wellhouse Drive, Brooklyn, NY 11215",11215,1 Wellhouse Drive,,40.6568125,[List],"Brooklyn, NY",,257905593,destination_profile,,Prospect Park Alliance,organizer,1999,https://www.eventbrite.com/o/prospect-park-alliance-16614815240,prospect_park,"Founded in 1987, Prospect Park Alliance is the non-profit organization that sustains, restores and advances Prospect Park, ""Brooklyn's Backyard,"" in partnership with the City. The Alliance provides cr...",,40124945,FALSE,prospectparkbrooklyn,,16614815240,,,,461964419,FALSE,,257905593,widget,,2025 Prospect Park Soiree,en-us,https://www.eventbrite.com/e/2025-prospect-park-soiree-tickets-1261603643459,FALSE,Get ready for Brooklyn’s most magical gathering—Prospect Park Soiree!,FALSE,1261603643459,2025-03-18T14:22:54Z
[Record],[Record],[Record],America/New_York,1124516542249,https://www.eventbrite.com/checkout-external?eid=1124516542249,[Record],Eventbrite,11112415183,[Record],1,[Record],,FALSE,2025-04-29,12:30,destination_event,0,[List],[Record],[Record],TRUE,FALSE,TRUE,FALSE,2025-04-29,[List],1124516542249,09:30,destination_venue,Marriott,,New York,US,NY,-73.98201879999999,"Street, New York, NY 10006",10006,Street,,40.7623861,[List],"New York, NY",,247625403,destination_profile,,Nationwide Career Fairs,organizer,24784,https://www.eventbrite.com/o/nationwide-career-fairs-11112415183,,"Nationwide Career Fairs has been successfully connecting job seekers and hiring employers for over 10 years. Our events specialize in targeting job seekers who are looking for positions in sales, reta...",,30108334,FALSE,nationwidecareerfairs,,11112415183,http://nationwidecareerfairs.com,,,923344273,FALSE,,247625403,widget,,New York City Career Fair,en-us,https://www.eventbrite.com/e/new-york-city-career-fair-tickets-1124516542249,FALSE,Meet with Local Hiring Employers,FALSE,1124516542249,2024-12-26T14:21:48Z
[Record],[Record],[Record],America/New_York,767135281277,https://www.eventbrite.com/checkout-external?eid=767135281277,[Record],Eventbrite,6499469023,[Record],1,[Record],,FALSE,2025-10-28,12:30,destination_event,0,[List],[Record],[Record],TRUE,FALSE,TRUE,FALSE,2025-10-28,[List],767135281277,09:30,destination_venue,New York Marriott Downtown,,New York,US,NY,-74.01448620000001,"Albany Street, New York, NY 10006",10006,Albany Street,,40.7095206,[List],"New York, NY",,231109819,destination_profile,,TRN. Attend a Professional Hiring Event!,organizer,7384,https://www.eventbrite.com/o/trn-attend-a-professional-hiring-event-6499469023,recruitingnet1,"EMPLOYERS ARE HIRING AT OUR PROFESSIONAL HIRING EVENTS!Join us for a great day of recruiting!  Dress to impress, connect live with the HR Teams from local and Fortune 500 companies to apply to full ti...",,636090269,FALSE,therecruitingnetwork.net,,6499469023,http://therecruitingnetwork.net/events/,,,648432849,FALSE,,231109819,widget,,New York City Hiring Event,en-us,https://www.eventbrite.com/e/new-york-city-hiring-event-tickets-767135281277,FALSE,Meet live with New York City Employers,FALSE,767135281277,2023-11-26T23:54:28Z
[Record],[Record],[Record],America/New_York,1225649824619,https://www.eventbrite.com/checkout-external?eid=1225649824619,[Record],Eventbrite,4550013695,[Record],1,[Record],,FALSE,2025-07-19,22:00,destination_event,0,[List],[Record],[Record],FALSE,FALSE,TRUE,FALSE,2025-07-19,[List],1225649824619,15:00,destination_venue,Brooklyn,,Brooklyn,US,NY,-73.9441579,"518 Gardner ave, Brooklyn, NY 11222",11222,518 Gardner ave,,40.6781784,[List],"Brooklyn, NY",,252806583,destination_profile,,City Elite Group,organizer,28158,https://www.eventbrite.com/o/city-elite-group-4550013695,@nyccompton,City Elite Group Is a Preimer Night Life Planning Company Based In New York City that executes Events for People to remember.,,4803715,FALSE,cityelitegroup,,4550013695,http://www.cityelitegroup.com,,,947190223,FALSE,,252806583,widget,,TEQUILA FEST NEW YORK CITY 2025,en-us,https://www.eventbrite.com/e/tequila-fest-new-york-city-2025-tickets-1225649824619,FALSE,Grab your tickets for the biggest event of the summer ! No tickets will be sold at the door!!,FALSE,1225649824619,2025-01-29T01:10:44Z
[Record],[Record],[Record],America/New_York,1108872149449,https://www.eventbrite.com/checkout-external?eid=1108872149449,[Record],Eventbrite,104333359721,[Record],1,[Record],,FALSE,2025-04-24,16:00,destination_event,0,[List],[Record],[Record],TRUE,FALSE,TRUE,FALSE,2025-04-24,[List],1108872149449,11:00,destination_venue,C & K Art Gallery,,Brooklyn,US,NY,-73.981158,"514 Atlantic Avenue, Brooklyn, NY 11217",11217,514 Atlantic Avenue,,40.68526060000001,[List],"Brooklyn, NY",,260546043,destination_profile,,NYC JOB FAIRS,organizer,429,https://www.eventbrite.com/o/nyc-job-fairs-104333359721,,NYC Job Fairs provides events for job seekers to find job opportunities and new career pathways.Find us athttps://www.nycjobfairs.comand email us at nycjobfairs1@gmail.com.Find us at @nycjobfairs on I...,,920654373,FALSE,,,104333359721,https://www.nycjobfairs.com,,,982930333,FALSE,,260546043,widget,,BROOKLYN JOB FAIR,en-us,https://www.eventbrite.com/e/brooklyn-job-fair-tickets-1108872149449,FALSE,NYC Job Fairs provides events for job seekers to find job opportunities and new career pathways with 25-30 employers.,FALSE,1108872149449,2025-02-10T19:43:41Z
