Column1.tickets_url,Column1.start_date,Column1.start_time,Column1.primary_venue.name,Column1.primary_venue.address.localized_address_display,Column1.primary_organizer.name,Column1.primary_organizer.num_followers,Column1.primary_organizer.url,Column1.primary_organizer.twitter,Column1.primary_organizer.summary,Column1.primary_organizer.facebook,Column1.primary_organizer.website_url,Column1.name,Column1.url,Column1.summary,Column1.published
https://www.eventbrite.com/checkout-external?eid=146584912419,2025-05-30,12:00,Moved to Virtual Event,"Online, New York, NY 10119",Tech Career Fair,60359,https://www.eventbrite.com/o/tech-career-fair-12448110053,,Event and partnership organizer collaboration with FSMresearch,,,New York Tech Career Fair: Exclusive Tech Hiring Event,https://www.eventbrite.com/e/new-york-tech-career-fair-exclusive-tech-hiring-event-tickets-146584912419,Tech Career Fair focus on helping companies achieve their diversity and inclusivity initiative with more diverse non-traditional candidates,2022-07-21T23:38:28Z
https://www.eventbrite.com/checkout-external?eid=990345067757,2025-05-21,09:00,Metropolitan Pavilion,"125 W 18th St, New York City, NY 10011",Product School,27286,https://www.eventbrite.com/o/product-school-15742648512,productschool,Product Schoolis the global leader in Product Management training with a community of over two million product professionals.All of our instructors are Product Leaders working at top Silicon Valley co...,productschool,https://productschool.com/,#ProductCon New York: The Conference for Product Leaders,https://www.eventbrite.com/e/productcon-new-york-the-conference-for-product-leaders-tickets-990345067757,ProductCon is the largest product conference series in the world.,2024-08-13T10:19:50Z
https://www.eventbrite.com/checkout-external?eid=69881985901,2025-09-19,10:00,Location TBA,"Virtual, New York, NY 10013",Global Startup Ecosystem,10484,https://www.eventbrite.com/o/global-startup-ecosystem-26000946435,globalstartupecosystem,"Global Startup Ecosystem (GSE):is the world’s largest ecosystem accelerator. With a mission to educate, inspire and prepare startup communities for the digital age, GSE brings together both private an...",globalstartupecosystem,https://globalstartupecosystem.com,Space Tech Summit,https://www.eventbrite.com/e/space-tech-summit-tickets-69881985901,Space Tech Summit,2019-08-20T14:16:22Z
https://www.eventbrite.com/checkout-external?eid=1041418650217,2025-04-26,22:00,Skybar Rooftop and Lounge,"45-06 pearson st, Queens, NY 11101",City Elite Group,28229,https://www.eventbrite.com/o/city-elite-group-4550013695,@nyccompton,City Elite Group Is a Preimer Night Life Planning Company Based In New York City that executes Events for People to remember.,cityelitegroup,http://www.cityelitegroup.com,Everyone Free Sky high Saturdays At Sky Bar Roof Top,https://www.eventbrite.com/e/everyone-free-sky-high-saturdays-at-sky-bar-roof-top-tickets-1041418650217,Party with the best view of manhattan sky line,2024-10-07T20:13:46Z
https://www.eventbrite.com/checkout-external?eid=1294894707929,2025-04-24,22:00,99 Scott,"99 Scott Avenue, Brooklyn, NY 11237",Elsewhere,1261,https://www.eventbrite.com/o/elsewhere-105655500371,elsewherespace,"Elsewhere is a multi-room music venue, nightclub, and arts space in Bushwick, Brooklyn. Our focus is underground and unbound music, presented with love.",,https://www.elsewhere.club/,"Elsewhere Presents: Magdalena Bay (DJ Set), Sam Austins (DJ Set), Laila Ami",https://www.eventbrite.com/e/elsewhere-presents-magdalena-bay-dj-set-sam-austins-dj-set-laila-ami-tickets-1294894707929,Join us for Magdalena Bay @ 99 Scott in Brooklyn!,2025-03-24T16:00:18Z
https://www.eventbrite.com/checkout-external?eid=1298067939149,2025-05-02,23:00,Polygon Brooklyn,"299 Vandervoort Avenue, Brooklyn, NY 11211",Run The City LLC,50004,https://www.eventbrite.com/o/run-the-city-llc-9789186973,,Click here to subscribe to our text messages.NYC Nightlife + Entertainment,,,Reggae vs Soca at Polygon: Everyone Free entry with RSVP,https://www.eventbrite.com/e/reggae-vs-soca-at-polygon-everyone-free-entry-with-rsvp-tickets-1298067939149,"Friday May 2nd  Reggae vs Soca at Polygon. Everyone free entry with RSVP. Playing Reggae, Soca, Dancehall, Hip Hop and more",2025-03-22T22:12:10Z
https://www.eventbrite.com/checkout-external?eid=1281149495629,2025-05-25,16:00,Harbor NYC Rooftop,"621 West 46th Street, New York, NY 10036",@AfroCode_ | AfroCode Nation,27697,https://www.eventbrite.com/o/afrocode-afrocode-nation-18691581550,,Click here to subscribe to our text messages.AfroCode Nation - HipHop Meets AfroBeats; Soca and Zouk. Bridging The Culture. Music; Events; TechnologyContact us @ 202-321-5324,afrocode1,,AfroCode NYC Memorial Day Sunday Day Party [Sun May 25],https://www.eventbrite.com/e/afrocode-nyc-memorial-day-sunday-day-party-sun-may-25-tickets-1281149495629,#AfroCodeNYC | Day Party,2025-03-12T20:11:55Z
https://www.eventbrite.com/checkout-external?eid=1261603643459,2025-06-21,17:00,Prospect Park Peninsula,"1 Wellhouse Drive, Brooklyn, NY 11215",Prospect Park Alliance,2003,https://www.eventbrite.com/o/prospect-park-alliance-16614815240,prospect_park,"Founded in 1987, Prospect Park Alliance is the non-profit organization that sustains, restores and advances Prospect Park, ""Brooklyn's Backyard,"" in partnership with the City. The Alliance provides cr...",prospectparkbrooklyn,,2025 Prospect Park Soiree,https://www.eventbrite.com/e/2025-prospect-park-soiree-tickets-1261603643459,Get ready for Brooklyn’s most magical gathering—Prospect Park Soiree!,2025-03-18T14:22:54Z
https://www.eventbrite.com/checkout-external?eid=1079992138559,2025-06-21,15:00,145 Brooklyn Ave,"145 Brooklyn Avenue, Brooklyn, NY 11213",Rosé N' Roses Events,1753,https://www.eventbrite.com/o/rose-n-roses-events-43262199283,,,,,Rosé N' Roses Brooklyn,https://www.eventbrite.com/e/rose-n-roses-brooklyn-tickets-1079992138559,"Brooklyn, get ready! Celebrate our 5th Anniversary with an Upscale Premium Rosé All Day Experience!",2024-11-12T00:33:48Z
https://www.eventbrite.com/checkout-external?eid=1302206347239,2025-06-28,10:00,Pier 15 East River Esplanade,"78 South Street, New York, NY 10006",ValeVibe,1479,https://www.eventbrite.com/o/valevibe-33526712599,,The concept was borne out of a house “lime” that took place at 31 Amethyst Avenue in Diamond Vale in 1994. The “lime” typically commenced just after the announcement of the National Panorama Final res...,,https://www.valevibe.com/,ValeVibe New York - a FOOD INCLUSIVE party,https://www.eventbrite.com/e/valevibe-new-york-a-food-inclusive-party-tickets-1302206347239,"Join us at our ValeVibe NY party where we provide the atmosphere, and you bring the vibes. This is an experience that you don't want to miss",2025-03-30T13:52:48Z
https://www.eventbrite.com/checkout-external?eid=1225649824619,2025-07-19,15:00,Brooklyn,"518 Gardner ave, Brooklyn, NY 11222",City Elite Group,28229,https://www.eventbrite.com/o/city-elite-group-4550013695,@nyccompton,City Elite Group Is a Preimer Night Life Planning Company Based In New York City that executes Events for People to remember.,cityelitegroup,http://www.cityelitegroup.com,TEQUILA FEST NEW YORK CITY 2025,https://www.eventbrite.com/e/tequila-fest-new-york-city-2025-tickets-1225649824619,Grab your tickets for the biggest event of the summer ! No tickets will be sold at the door!!,2025-01-29T01:10:44Z
https://www.eventbrite.com/checkout-external?eid=1202782658309,2025-04-24,17:00,MAMATACO,"880 Flushing Avenue, Brooklyn, NY 11206",JiggyTime Ent,1920,https://www.eventbrite.com/o/jiggytime-ent-5494940201,JIGGYTIMEJAY,Click here to subscribe to our text messages.,JiggyTimeFanPage,,Drinks and Links Thursdays At MAMA TACO Everyone Free + Happy Hour Specials,https://www.eventbrite.com/e/drinks-and-links-thursdays-at-mama-taco-everyone-free-happy-hour-specials-tickets-1202782658309,"Join us at MAMA TACO every Thursday for free entry, great drink deals, and a fun time with friends!",2025-01-15T06:16:39Z
